id	start_ener	final_ener	rms
PNJ	   67.84	   52.27	   0.219
QRS	   16.39	    2.80	   0.219
QXL	 -128.83	 -137.60	   0.219
RPK	   -4.57	  -13.43	   0.219
T9D	    1.40	  -18.49	   0.219
UM2	   20.80	   14.41	   0.219
V75	   56.76	   38.88	   0.219
X09	   88.38	   72.81	   0.219
YUV	   31.84	   13.73	   0.219
0VX	 -307.04	 -326.07	   0.220
222	  -15.38	  -28.06	   0.220
27S	 -158.86	 -176.51	   0.220
3NJ	  -54.61	  -65.46	   0.220
3ZV	   32.27	   20.85	   0.220
4EE	   48.08	   34.63	   0.220
4PI	   11.72	    4.78	   0.220
5HJ	   -9.18	  -17.32	   0.220
6A7	  -53.33	  -67.53	   0.220
7OQ	   48.42	   32.51	   0.220
884	 -187.77	 -199.74	   0.220
8Q7	  -32.48	  -53.30	   0.220
8Z4	   87.24	   66.94	   0.220
9CD	   -0.50	  -12.58	   0.220
9M2	  -14.93	  -32.59	   0.220
AOU	  -69.04	  -84.94	   0.220
BE2	 -114.03	 -117.86	   0.220
CGZ	 -140.98	 -151.22	   0.220
DJM	   16.92	    8.12	   0.220
ECK	   12.50	   -5.56	   0.220
EVW	 -103.84	 -114.02	   0.220
FKG	  -86.68	 -101.30	   0.220
G3X	    2.69	   -9.72	   0.220
GHE	  -20.01	  -36.29	   0.220
HC9	   20.47	    6.15	   0.220
HYH	  -11.29	  -15.78	   0.220
IC1	  -45.24	  -58.47	   0.220
J1K	  -63.09	  -69.25	   0.220
LDV	    6.72	   -0.79	   0.220
LK9	  -10.73	  -21.92	   0.220
LPD	   14.42	    7.77	   0.220
MU5	    1.05	  -20.03	   0.220
N1A	  -27.28	  -43.67	   0.220
OGZ	    0.78	   -2.81	   0.220
OTY	  -43.86	  -51.08	   0.220
P3L	  -36.19	  -44.02	   0.220
PKC	   27.22	   17.05	   0.220
QRI	 -150.83	 -163.67	   0.220
R9G	    7.86	    0.75	   0.220
SKQ	  102.67	   87.20	   0.220
SYH	   -1.06	  -12.78	   0.220
U2X	   11.08	    0.35	   0.220
U9R	   33.31	   26.10	   0.220
YUO	 -148.02	 -161.73	   0.220
049	   -1.42	   -8.19	   0.221
13Z	   84.70	   66.11	   0.221
1D1	   67.43	   47.92	   0.221
211	   48.74	   40.16	   0.221
26A	   49.03	   27.30	   0.221
2HN	   84.59	   68.59	   0.221
38C	   -3.78	  -19.61	   0.221
6SC	  -24.68	  -42.09	   0.221
6TU	    4.23	   -5.40	   0.221
7CH	  -94.71	 -115.51	   0.221
7I3	  -32.10	  -38.45	   0.221
8PK	    0.29	  -14.39	   0.221
ACI	   19.80	   10.28	   0.221
AL2	 -228.77	 -247.08	   0.221
APY	   14.91	   10.52	   0.221
AQ0	  -32.19	  -42.41	   0.221
AX1	 -238.07	 -250.01	   0.221
AZK	    5.50	    1.02	   0.221
BKV	  -52.64	  -70.46	   0.221
BPE	   17.31	   10.13	   0.221
C01	   -2.60	  -16.52	   0.221
CBG	   10.84	    5.37	   0.221
CS2	   14.67	    0.26	   0.221
CV7	   94.16	   70.10	   0.221
DGY	  -13.05	  -17.25	   0.221
E49	 -148.43	 -167.76	   0.221
FOV	  -96.28	 -108.85	   0.221
FYL	   39.12	   19.67	   0.221
KCY	   -0.10	   -6.43	   0.221
LKW	  -97.74	 -113.57	   0.221
MHU	    0.14	  -10.41	   0.221
O6D	  -42.18	  -60.30	   0.221
P48	    4.03	  -19.56	   0.221
PEQ	 -287.22	 -301.07	   0.221
PXX	   26.75	   17.39	   0.221
QC1	  -63.56	  -70.47	   0.221
QW3	 -210.01	 -223.93	   0.221
R12	  -76.41	  -87.38	   0.221
R2N	  -19.95	  -33.64	   0.221
R4P	  -37.84	  -50.66	   0.221
SX1	 -122.41	 -126.41	   0.221
TIX	   52.51	   16.24	   0.221
TUA	   55.96	   39.06	   0.221
URS	  -92.03	  -95.29	   0.221
UWK	    4.36	   -5.43	   0.221
V1K	  -21.59	  -33.10	   0.221
V1W	   23.91	    5.35	   0.221
V2U	  -50.83	  -57.58	   0.221
WGX	    4.62	  -14.65	   0.221
X8Q	 -212.53	 -243.57	   0.221
Y6P	   -4.45	  -21.55	   0.221
YUF	  -27.17	  -37.11	   0.221
ZRM	  -43.22	  -52.16	   0.221
0DJ	  -80.91	  -89.80	   0.222
1VG	  -50.58	  -59.52	   0.222
2CU	  -48.83	  -68.49	   0.222
3CF	    7.72	    0.63	   0.222
3U3	   -0.83	  -10.93	   0.222
49J	   72.41	   52.00	   0.222
5T1	   -9.73	  -31.71	   0.222
5Z2	  -67.59	  -77.52	   0.222
60R	   10.47	    1.45	   0.222
6WP	  -54.01	  -67.03	   0.222
6YH	  -90.72	 -107.95	   0.222
7IQ	   -5.46	  -24.23	   0.222
936	   23.52	    8.85	   0.222
9GT	  -43.65	  -57.74	   0.222
9I0	  -15.85	  -25.87	   0.222
AAR	  -86.77	  -93.94	   0.222
AJU	   19.82	    7.28	   0.222
BHF	  -30.75	  -38.99	   0.222
BRS	  -52.74	  -62.63	   0.222
BS4	 -183.72	 -189.33	   0.222
C2Q	  -38.61	  -56.48	   0.222
D8A	   23.68	   15.33	   0.222
EG6	  -76.09	  -87.51	   0.222
EV4	  -71.00	  -82.78	   0.222
GD5	  -18.53	  -36.64	   0.222
GOO	   65.84	   52.35	   0.222
GSC	   26.01	   14.09	   0.222
HHF	  -20.92	  -29.51	   0.222
K2M	  -27.51	  -43.36	   0.222
KGN	-1680.17	-1750.45	   0.222
KT4	 -146.67	 -154.00	   0.222
LJ7	   -6.34	  -13.89	   0.222
M8X	    9.35	   -0.67	   0.222
MAX	   -5.99	  -16.90	   0.222
NJT	  -48.72	  -63.01	   0.222
OSP	 -199.34	 -216.20	   0.222
OSY	 -127.98	 -136.15	   0.222
Q6C	   -8.16	  -18.89	   0.222
QJT	   30.30	   19.94	   0.222
RAT	  -29.30	  -38.46	   0.222
S6W	    9.60	   -4.70	   0.222
TXW	 -101.85	 -106.80	   0.222
UIR	  -60.54	  -82.20	   0.222
ULD	   36.81	   22.60	   0.222
UP0	  -50.46	  -68.95	   0.222
V9C	 -115.08	 -122.10	   0.222
VGN	  -62.62	  -73.53	   0.222
VQI	  -81.76	  -92.46	   0.222
VV0	  -67.54	  -71.34	   0.222
WHY	   11.56	    8.09	   0.222
YG7	   29.34	   12.34	   0.222
078	   36.04	   23.12	   0.223
0CO	   -0.47	  -17.65	   0.223
0H5	  -97.52	 -109.10	   0.223
20E	   18.23	  -11.20	   0.223
20H	   34.03	   19.38	   0.223
3D1	  -45.03	  -57.30	   0.223
3EX	  -29.68	  -42.85	   0.223
43C	  -22.48	  -31.35	   0.223
654	  -14.05	  -19.36	   0.223
69E	    8.92	  -15.58	   0.223
74O	   65.80	   48.13	   0.223
7FU	   97.49	   79.97	   0.223
7IE	  -39.05	  -48.80	   0.223
8K2	 -147.26	 -159.40	   0.223
8XE	  -62.07	  -78.01	   0.223
9TS	  -69.37	  -71.76	   0.223
BR0	  -52.56	  -66.35	   0.223
CC7	 -256.90	 -277.36	   0.223
EVE	  -12.87	  -32.36	   0.223
F9Z	 -123.28	 -138.90	   0.223
FUN	 -257.86	 -275.34	   0.223
H72	 -140.55	 -160.91	   0.223
JEY	  -18.84	  -29.79	   0.223
JUM	   60.12	   39.74	   0.223
KFT	   67.43	   55.12	   0.223
LN7	  -82.17	  -93.28	   0.223
LWN	 -111.10	 -131.16	   0.223
MWF	 -100.44	 -114.17	   0.223
N09	  -56.70	  -71.03	   0.223
NRT	  -76.83	  -87.03	   0.223
NX7	  -27.44	  -33.79	   0.223
PD6	 -281.92	 -296.62	   0.223
PGE	   37.38	   30.56	   0.223
PV1	  -84.46	  -94.70	   0.223
RJ2	   -1.91	  -14.28	   0.223
RJD	   -8.00	  -19.68	   0.223
RM2	   -9.14	  -15.66	   0.223
SQO	 -125.77	 -138.83	   0.223
ST1	  -37.87	  -48.71	   0.223
T3N	  -23.87	  -31.41	   0.223
TFQ	    5.90	   -2.43	   0.223
UAU	  -13.85	  -26.56	   0.223
VIQ	  -89.22	 -106.45	   0.223
VT1	  -11.03	  -25.72	   0.223
VZ5	 -123.05	 -146.23	   0.223
W6J	  -49.63	  -57.03	   0.223
WQ6	 -123.18	 -138.40	   0.223
XCA	  -22.80	  -43.76	   0.223
XDE	    2.06	   -4.77	   0.223
ZQC	  -61.62	  -73.83	   0.223
0EV	 -177.64	 -188.53	   0.224
1WZ	  -73.85	  -84.38	   0.224
2D3	   -1.50	   -9.27	   0.224
3AL	 -169.21	 -178.94	   0.224
3D7	   10.90	   -2.99	   0.224
40B	 -237.67	 -262.27	   0.224
4U8	  -16.52	  -33.04	   0.224
5A7	 -149.96	 -167.31	   0.224
5Q3	 -244.70	 -261.06	   0.224
6BN	  -40.92	  -59.80	   0.224
7H9	  168.50	  142.63	   0.224
9XC	 -331.81	 -354.91	   0.224
A7Z	  -14.57	  -32.85	   0.224
AYR	  -10.15	  -21.17	   0.224
BUC	   15.41	    6.81	   0.224
E1W	   22.66	   11.23	   0.224
ED9	   19.76	    1.28	   0.224
EFQ	 -100.43	 -109.65	   0.224
F0T	  -82.39	  -92.79	   0.224
F41	   34.84	   23.38	   0.224
FHO	   21.81	   11.00	   0.224
H2D	  -63.35	  -70.66	   0.224
H2Z	   19.86	    0.42	   0.224
HNW	   49.01	   32.36	   0.224
I47	   29.20	   13.65	   0.224
KL0	 -132.94	 -138.13	   0.224
L9G	  -26.11	  -38.02	   0.224
LVL	    5.69	   -0.23	   0.224
NPF	   40.06	   26.86	   0.224
OPP	 -116.59	 -125.46	   0.224
PFD	 -133.02	 -144.16	   0.224
R18	    9.12	   -4.36	   0.224
R3R	   38.66	   28.99	   0.224
UZF	   45.07	   37.48	   0.224
VYO	  -79.06	  -86.77	   0.224
W0Y	 -115.51	 -128.74	   0.224
18I	  -50.09	  -64.11	   0.225
1E7	 -112.21	 -124.69	   0.225
1UW	  -36.47	  -45.17	   0.225
1UZ	  -36.33	  -43.24	   0.225
24X	 -310.09	 -324.85	   0.225
2EZ	  -26.10	  -27.30	   0.225
32Z	  -19.21	  -27.48	   0.225
3RG	 -120.51	 -129.17	   0.225
5DL	 -255.84	 -266.88	   0.225
5QG	  -70.09	  -85.13	   0.225
644	 -361.95	 -377.66	   0.225
6AJ	 -183.19	 -200.67	   0.225
6BK	 -119.22	 -128.97	   0.225
6HO	    9.83	    3.62	   0.225
9BY	   -9.76	  -21.39	   0.225
9KW	   43.97	   22.22	   0.225
A73	  -38.64	  -45.26	   0.225
BI8	    2.11	  -19.52	   0.225
DGW	    3.16	   -7.37	   0.225
DXW	  -74.60	  -85.06	   0.225
E2I	  -92.83	 -110.07	   0.225
EVG	  -67.52	  -80.75	   0.225
FTY	  -49.12	  -71.42	   0.225
GI7	 -243.92	 -265.15	   0.225
GP0	   -4.08	  -28.77	   0.225
HCJ	  -99.47	 -112.40	   0.225
ISE	   95.19	   74.15	   0.225
J3E	  -27.81	  -47.42	   0.225
K7A	   15.51	    2.51	   0.225
M2N	 -152.33	 -162.46	   0.225
M2O	  -29.34	  -43.18	   0.225
M58	  -67.25	  -75.40	   0.225
MHS	    5.99	   -1.95	   0.225
N4P	  -26.11	  -32.59	   0.225
NY0	   -2.92	  -13.51	   0.225
PJH	  -56.83	  -60.80	   0.225
QPP	  -81.31	  -93.28	   0.225
SQ7	  -17.35	  -23.93	   0.225
U99	  138.65	  117.52	   0.225
UEU	  -12.79	  -28.01	   0.225
UJ8	   11.77	    4.61	   0.225
UW4	 -107.47	 -130.81	   0.225
V1I	  -44.38	  -50.15	   0.225
V8M	  -87.72	 -101.43	   0.225
VNJ	  -59.73	  -64.02	   0.225
WRP	   10.96	   -4.94	   0.225
WSD	 -245.58	 -259.22	   0.225
X8O	    2.65	  -11.68	   0.225
YDK	 -119.60	 -131.66	   0.225
ZPB	  -55.50	  -70.65	   0.225
ZPG	   86.42	   64.63	   0.225
1IR	  -89.00	 -106.67	   0.226
1LB	  -46.67	  -57.39	   0.226
1UR	  -88.73	  -96.33	   0.226
29Q	  -37.25	  -49.07	   0.226
3OT	   84.81	   64.71	   0.226
49O	  -10.37	  -20.59	   0.226
5LH	 -112.23	 -127.99	   0.226
64X	   -0.45	   -8.64	   0.226
6A9	   69.59	   53.70	   0.226
7GL	 -248.19	 -258.23	   0.226
7LK	   42.66	   26.32	   0.226
8M2	  -88.27	  -92.12	   0.226
9UV	 -104.88	 -122.20	   0.226
9ZB	   53.60	   41.24	   0.226
B2Y	    5.77	    2.21	   0.226
B72	  -55.53	  -64.20	   0.226
CHF	   30.96	   13.26	   0.226
CJY	  -39.63	  -52.01	   0.226
E0E	  -38.00	  -45.60	   0.226
E2F	    0.24	   -7.94	   0.226
E8Y	  -50.94	  -58.28	   0.226
FDH	 -154.72	 -172.09	   0.226
FFQ	 -123.97	 -133.08	   0.226
GDL	   35.69	   20.48	   0.226
GK1	 -102.21	 -112.22	   0.226
GQL	  -52.35	  -65.88	   0.226
GYZ	   70.08	   53.76	   0.226
HQF	  -57.71	  -69.71	   0.226
I3D	    3.82	   -5.21	   0.226
IJM	  -37.35	  -55.53	   0.226
J3H	  -65.08	  -80.33	   0.226
JBE	 -186.90	 -193.90	   0.226
JRZ	    7.14	   -4.19	   0.226
K82	   -3.58	   -9.28	   0.226
KKV	  -49.78	  -62.68	   0.226
L74	   25.16	   10.38	   0.226
MPU	 -134.45	 -148.39	   0.226
NR2	 -264.19	 -280.07	   0.226
PSV	   66.44	   51.06	   0.226
Q8T	    7.19	  -20.13	   0.226
R4U	 -125.47	 -135.88	   0.226
SH8	  -83.25	  -93.98	   0.226
UF5	 -261.75	 -276.21	   0.226
ULO	   -1.11	   -3.86	   0.226
VCF	   39.68	   24.47	   0.226
WV7	   -0.89	   -9.62	   0.226
Z5C	    9.69	   -1.16	   0.226
0M2	   38.22	   19.80	   0.227
1KI	   11.01	   -3.27	   0.227
1YR	 -145.13	 -156.77	   0.227
4DV	  -31.73	  -44.23	   0.227
4RB	  -92.24	 -104.74	   0.227
52T	  -96.84	 -106.23	   0.227
58D	   17.35	    8.12	   0.227
6IF	   86.69	   67.51	   0.227
71Y	  -20.01	  -33.05	   0.227
73T	  -74.49	  -93.61	   0.227
7KQ	 -124.49	 -146.99	   0.227
7RB	 -201.25	 -221.12	   0.227
7SU	  -60.77	  -77.10	   0.227
A41	 -180.35	 -195.28	   0.227
AHT	  -82.99	  -91.68	   0.227
B88	  -35.17	  -52.22	   0.227
BGB	  193.00	  154.14	   0.227
BHY	 -197.91	 -211.13	   0.227
DCY	   23.56	   13.94	   0.227
DWJ	   81.26	   64.08	   0.227
E1K	  -36.00	  -46.96	   0.227
E2J	   12.05	   -1.44	   0.227
E5U	 -103.91	 -111.07	   0.227
ETJ	   15.35	    3.98	   0.227
F7P	   21.92	    7.06	   0.227
GME	   16.42	    6.83	   0.227
H7V	   -0.01	   -6.14	   0.227
H8C	   57.17	   43.62	   0.227
HQW	   -3.56	  -25.15	   0.227
IC9	   54.64	   44.32	   0.227
J20	  -52.35	  -63.63	   0.227
JTQ	  -24.24	  -37.44	   0.227
JV1	    1.62	   -9.17	   0.227
KEJ	  -65.15	  -85.03	   0.227
KEY	  -63.67	  -80.43	   0.227
KWT	   81.36	   57.60	   0.227
LNO	   70.50	   60.41	   0.227
LXH	    8.90	    4.18	   0.227
N4Q	  -24.06	  -38.46	   0.227
OFR	 -223.30	 -233.20	   0.227
ORD	    9.03	    2.19	   0.227
R4F	   54.03	   48.20	   0.227
RPV	  -74.05	  -96.56	   0.227
RU5	  -62.02	  -72.15	   0.227
RX7	  -13.46	  -18.77	   0.227
UUP	  -78.63	  -89.93	   0.227
V4Z	 -100.96	 -118.67	   0.227
VD6	   33.02	   22.17	   0.227
W6D	  -23.60	  -31.52	   0.227
1E5	 -125.85	 -136.25	   0.228
1LS	 -123.84	 -132.83	   0.228
1N5	  -33.91	  -39.75	   0.228
26Q	   -2.27	  -16.36	   0.228
2P4	   24.88	    5.90	   0.228
3AZ	  -65.81	  -69.81	   0.228
4CJ	 -110.14	 -119.41	   0.228
4L7	  -85.62	  -97.64	   0.228
59X	   -5.24	  -24.00	   0.228
5Q2	 -134.68	 -151.03	   0.228
67X	 -172.01	 -186.50	   0.228
7VT	 -294.64	 -306.61	   0.228
8E9	 -130.81	 -143.79	   0.228
933	   35.03	   22.68	   0.228
AC2	 -170.73	 -179.97	   0.228
AHD	 -394.22	 -419.47	   0.228
BB6	    9.22	   -5.15	   0.228
BM5	   24.68	   14.29	   0.228
CFE	   14.74	    2.27	   0.228
DPK	    2.95	   -1.42	   0.228
EXY	   20.06	   11.56	   0.228
GF4	   -5.66	  -18.71	   0.228
GH8	  -73.13	  -85.15	   0.228
GWJ	 -126.49	 -145.82	   0.228
KRM	    3.65	  -11.09	   0.228
KT1	 -130.74	 -139.10	   0.228
KW7	  -59.05	  -70.42	   0.228
NNJ	   -7.93	  -15.16	   0.228
OCY	   21.33	   12.44	   0.228
P88	   15.66	 -382.87	   0.228
QEN	 -185.76	 -200.49	   0.228
QGA	   50.80	   34.43	   0.228
QOG	 -174.47	 -200.76	   0.228
R6C	  -45.63	  -59.00	   0.228
RVG	   36.44	   25.44	   0.228
T0C	   19.80	   10.70	   0.228
TC9	   51.44	   27.48	   0.228
UH4	  -22.23	  -31.64	   0.228
VXS	 -102.80	 -110.21	   0.228
WRY	  -79.41	  -86.43	   0.228
1BR	 -105.22	 -119.10	   0.229
1QI	  -37.16	  -45.20	   0.229
1TJ	  -36.55	  -51.49	   0.229
24M	  -27.39	  -39.93	   0.229
2FA	  -21.44	  -37.75	   0.229
2PC	   20.16	    3.34	   0.229
3W7	   26.98	    5.28	   0.229
4ZK	   22.60	   11.41	   0.229
5RJ	  -52.98	  -63.93	   0.229
6OS	  -29.57	  -41.11	   0.229
6P6	  -33.16	  -42.50	   0.229
7HT	   74.94	   52.50	   0.229
7KF	 -181.30	 -193.83	   0.229
7L0	 -152.29	 -164.31	   0.229
8BN	  -54.69	  -68.96	   0.229
94X	  -60.23	  -67.22	   0.229
95S	 -251.56	 -261.22	   0.229
9GW	  -49.06	  -63.03	   0.229
9HH	 -120.67	 -130.36	   0.229
9VG	   -0.47	  -25.04	   0.229
A50	  -71.16	  -78.05	   0.229
ALN	   18.44	    8.80	   0.229
AS0	   73.07	   52.26	   0.229
BVG	    0.54	   -2.51	   0.229
C4F	  -32.87	  -40.32	   0.229
C8O	 -110.48	 -120.17	   0.229
DBN	  -41.04	  -54.83	   0.229
DNX	   -1.30	   -9.94	   0.229
DQ4	  -70.35	  -79.55	   0.229
EX5	 9303.23	  303.13	   0.229
FQA	   15.32	    6.19	   0.229
